Metric,ROP,Surface_Torque
Train R²,0.7624175031406195,0.9999361858337099
Test R²,-0.08320538005075839,0.8178383753795143
Train RMSE,0.9511162612471584,7.235442370824874
Test RMSE,2.2871418892331175,407.6848222016921
Train AARE%,20.359852008931895,0.04916050294898295
Test AARE%,33.92747188911305,6.863724993838026
