Metric,ROP (Train),ROP (Test),Torque (Train),Torque (Test)
RMSE,1.0846290715617222,2.763818958344391,553.6937330329828,1441.5886635930515
AARE (%),29.743568354639166,37.039710964703346,9.508385922615382,39.85370665110198
R²,0.5488389086079226,-0.5762638047824009,0.3293601870536804,-1.2270312309265137
