Metric,ROP (Train),ROP (Test),Torque (Train),Torque (Test)
RMSE,0.9425058707173696,2.9133423449278877,490.8638346354352,1430.3313097286286
AARE (%),24.433180198139045,40.779217528139114,8.381866477933205,39.396528865587044
R²,0.6593273371645312,-0.7514299120865975,0.4729252373720858,-1.1923854566996015
