Scenario,Target,Train_R2,Test_R2,Train_RMSE,Test_RMSE,Train_AARE,Test_AARE
Scenario_1_Basic,ROP,0.66126263757272,-1.0305804530741756,1.1356851225137508,3.131466748701631,26.009690081725566,43.445321598301824
Scenario_1_Basic,Surface_Torque,0.9999389997297282,0.82186512984463,7.074119934247637,403.1536244977568,0.04846394837171666,6.757430120486764
Scenario_2_Extended,ROP,0.7624175031406195,-0.08320538005075839,0.9511162612471584,2.2871418892331175,20.359852008931895,33.92747188911305
Scenario_2_Extended,Surface_Torque,0.9999361858337099,0.8178383753795143,7.235442370824874,407.6848222016921,0.04916050294898295,6.863724993838026
