Metric,ROP,Surface_Torque
Train R²,0.66126263757272,0.9999389997297282
Test R²,-1.0305804530741756,0.82186512984463
Train RMSE,1.1356851225137508,7.074119934247637
Test RMSE,3.131466748701631,403.1536244977568
Train AARE%,26.009690081725566,0.04846394837171666
Test AARE%,43.445321598301824,6.757430120486764
